EmployeeID,JoinDate,LastPromotionDate,Age,Gender,Department,Location,JobLevel,EngagementScore,PerformanceScore,ManagerSatisfaction,NumTrainingsCompleted,TenureYears,LeftCompany,AttritionReason
1519,2020-10-03,2020-10-03,41,Other,Engineering,Berlin,5,7.028509527214678,3.4596660897859564,4.394432868893451,9,4,0,
1520,2012-12-16,2022-12-14,31,Other,Marketing,Berlin,5,6.687046992877219,3.8984480455120005,3.794484873446974,1,12,0,
1521,2014-12-26,2024-12-23,22,Female,Product,New York,1,6.1745925968618165,2.628806969992369,3.5865838841861137,9,10,0,
1522,2019-09-23,2020-09-22,27,Female,Product,Remote,5,7.976474461632324,4.206230974767069,3.7735893964508733,8,5,0,
1523,2016-12-17,2022-12-16,40,Other,Engineering,Remote,1,5.324287390184,3.7306108487662146,2.1398947780488524,8,8,0,
1524,2017-08-17,2019-08-17,25,Male,Marketing,Dubai,4,7.199847430498785,5.0,2.4670918379578164,7,7,1,Manager conflict
1525,2019-10-22,2020-10-21,41,Male,Sales,New York,5,4.762307843363139,4.563773983785577,2.3553330939040253,3,5,0,
1526,2017-09-11,2017-09-11,52,Other,Engineering,New York,1,7.406509002571542,3.2930154109016314,2.2627696698232316,7,7,0,
1527,2013-06-19,2019-06-18,41,Male,Marketing,Remote,5,4.807573429424529,4.3832325753089805,4.054714957345045,3,11,0,
1528,2019-02-26,2019-02-26,38,Female,Engineering,Berlin,3,4.0348478907690355,5.0,2.5662862570007428,9,6,0,
1529,2013-02-12,2024-02-10,42,Male,Marketing,New York,1,3.6167097069783734,4.32670297438148,2.512044716890749,10,12,0,
1530,2022-07-04,2024-07-03,22,Male,Engineering,Dubai,5,5.994166454561362,3.0649197746699812,4.427601115255263,2,2,1,Retired
1531,2018-07-07,2024-07-05,29,Male,Sales,Remote,1,6.55692689683831,3.5217294909897228,1.0,6,6,1,Manager conflict
1532,2019-08-07,2019-08-07,30,Female,Marketing,Berlin,3,8.819192578750995,3.4834315901774797,4.31998941381931,2,5,0,
1533,2021-01-11,2021-01-11,36,Male,Product,New York,5,9.155230903210612,5.0,3.0643401635737044,1,4,0,
1534,2018-04-22,2019-04-22,23,Other,Product,Dubai,2,3.6341018327658245,2.726970290397297,2.45512667402751,2,6,0,
1535,2012-04-27,2014-04-27,30,Other,HR,Berlin,5,5.065215672681137,3.1554134642653664,3.879281770881957,6,12,0,
1536,2014-09-04,2017-09-03,53,Other,Engineering,Remote,5,5.3679708345264565,3.0383675984343177,4.231601687528327,9,10,1,Relocation
1537,2016-07-19,2023-07-18,27,Male,Product,Dubai,3,5.721498152866073,5.0,1.0,10,8,0,
1538,2017-02-01,2021-01-31,35,Male,Marketing,Remote,2,5.2366831979349,4.997253890879387,4.957770737314305,2,8,0,
1539,2020-07-09,2024-07-08,29,Male,Marketing,New York,3,7.4258748093888185,3.6338385818072676,5.0,2,4,0,
1540,2019-09-02,2023-09-01,33,Female,Marketing,Berlin,2,7.179508410915906,3.2398975501735032,1.9389884316524026,3,5,0,
1541,2016-10-21,2023-10-20,40,Male,HR,Dubai,2,4.530244301387951,3.2507141427239943,5.0,2,8,0,
1542,2022-02-04,2025-02-03,31,Male,Engineering,Berlin,5,7.224822925750903,1.0369361001537483,2.5380853186955163,7,3,0,
1543,2019-08-03,2019-08-03,23,Female,Sales,New York,5,5.225342692119918,3.898041559468138,4.575003550824761,8,5,0,
1544,2013-01-01,2023-12-30,22,Female,Engineering,New York,3,7.442971104054459,2.2221516829368673,4.394333996091615,5,12,0,
1545,2018-04-01,2019-04-01,52,Male,HR,New York,1,1.0747748723791242,3.3505443068350114,1.7830025580503939,5,7,1,Manager conflict
1546,2016-01-21,2017-01-20,55,Female,Marketing,New York,1,5.54689239713295,2.024588598905977,4.727015352435219,10,9,0,
1547,2015-03-08,2018-03-07,38,Female,Engineering,Remote,3,7.077715808395352,3.4582941439145993,4.447011270140544,7,10,1,Lack of growth
1548,2014-04-07,2015-04-07,30,Other,Product,New York,1,3.298384858057899,4.529225829245893,1.5924070736403075,6,10,1,Better offer
1549,2016-06-01,2018-06-01,50,Male,Sales,Berlin,2,4.175868359487434,5.0,3.0206414114325764,5,8,1,Retired
1550,2019-02-15,2024-02-14,47,Female,HR,Berlin,4,6.758374946663421,5.0,1.266218659333414,10,6,0,
1551,2018-09-14,2024-09-12,40,Other,HR,Berlin,1,5.492321492224638,4.060652519578775,1.5737395811648678,7,6,1,Retired
1552,2017-02-07,2021-02-06,49,Female,Product,Berlin,5,4.645899816149333,3.5122235484151694,2.0640012892587247,3,8,0,
1553,2022-03-14,2022-03-14,55,Male,Engineering,Dubai,1,6.195143036707324,5.0,1.7190490674075314,2,3,1,Relocation
1554,2021-08-04,2023-08-04,27,Male,Marketing,Dubai,4,2.9585460844144142,4.586895612586808,2.6876459948989946,4,3,0,
1555,2019-03-09,2020-03-08,54,Female,Product,Remote,4,6.32426508814083,3.289911185892839,4.575293107394347,3,6,1,Relocation
1556,2016-03-17,2016-03-17,27,Other,HR,Dubai,4,5.3034701668942805,4.079866839011546,4.757220873330077,4,9,0,
1557,2013-03-19,2023-03-17,43,Other,Product,Berlin,5,8.431210697572219,5.0,3.138874317086098,9,12,1,Better offer
1558,2015-04-10,2023-04-08,49,Male,Marketing,Remote,1,9.54137249126529,2.7019731179046707,3.850817368814903,9,9,0,
1559,2019-10-05,2022-10-04,38,Other,Engineering,Dubai,5,4.2115698076783445,2.3674486587337054,2.526240641855249,9,5,0,
1560,2020-02-21,2022-02-20,28,Other,Sales,Remote,4,7.049475957971143,2.5934589349425656,4.911476676688204,9,5,0,
1561,2018-07-05,2024-07-03,30,Male,Marketing,Dubai,5,6.5545112647211585,2.4437759593319672,1.3359155189272873,7,6,1,Better offer
1562,2022-07-25,2023-07-25,46,Other,Sales,New York,1,8.686245951763913,4.889764133946356,1.885748395029677,2,2,0,
1563,2013-10-16,2019-10-15,44,Male,Marketing,Berlin,5,7.754582402570927,4.611698535644107,2.2707231504749856,8,11,1,Better offer
1564,2013-10-23,2016-10-22,55,Female,Marketing,Berlin,2,5.538145386578027,4.511351807921068,4.323922728643737,8,11,0,
1565,2022-11-13,2022-11-13,33,Other,Product,Berlin,3,8.093665889618277,2.7254753906025764,1.6425050687169793,3,2,1,Lack of growth
1566,2018-03-10,2021-03-09,52,Male,HR,New York,3,7.621080850607618,4.388557873621394,5.0,9,7,1,Retired
1567,2012-12-05,2024-12-02,48,Male,Sales,Remote,2,4.081602577520788,3.5567416832968193,3.636147248067863,8,12,1,Retired
1568,2022-01-11,2024-01-11,46,Female,HR,Dubai,3,6.8716752578055065,4.165271506290095,2.274724402151773,2,3,1,Retired
1569,2022-07-22,2022-07-22,50,Other,Marketing,Berlin,3,9.39764021667543,3.184918072091077,3.2102833223300085,1,2,0,
1570,2013-03-18,2019-03-17,46,Male,Product,Remote,3,9.433565113797952,3.91204416214765,2.5394466997468252,9,12,1,Retired
1571,2012-03-17,2020-03-15,26,Other,Marketing,Dubai,2,5.05422959784767,3.150704531794779,2.4553347732246165,4,13,1,Manager conflict
1572,2017-08-13,2020-08-12,24,Male,Product,Berlin,4,5.140344580077553,4.458816306467672,4.853223553419715,6,7,0,
1573,2016-11-27,2020-11-26,24,Other,HR,Dubai,1,6.75212465600681,4.27798667830807,5.0,2,8,0,
1574,2016-03-20,2021-03-19,37,Other,Product,New York,1,5.11717559144719,3.4315535073335846,3.5345306768971985,4,9,0,
1575,2021-06-26,2021-06-26,51,Male,HR,Remote,5,5.844978359838911,4.6103973838574515,1.0,3,3,1,Relocation
1576,2012-08-23,2015-08-23,42,Female,Sales,Dubai,3,7.609501508870489,2.8686063518404934,4.5077934019270804,5,12,0,
1577,2016-10-16,2016-10-16,53,Male,HR,New York,1,8.966812152705339,3.4923110042786307,3.0345490617650364,9,8,1,Lack of growth
1578,2022-03-04,2023-03-04,24,Female,Engineering,Remote,1,9.112144407743259,4.695976462483704,3.0868145578760036,5,3,0,
1579,2022-01-12,2023-01-12,29,Male,Product,New York,4,9.284077503174183,3.611129375296512,5.0,7,3,0,
1580,2018-09-21,2022-09-20,36,Other,Engineering,Dubai,5,3.783650157044813,3.6777781385849857,3.216853416772186,6,6,0,
1581,2021-07-12,2022-07-12,54,Other,Product,New York,3,7.8818219147843855,3.05519316182951,3.6668344243437505,7,3,0,
1582,2015-09-04,2024-09-01,30,Female,Marketing,New York,3,6.409754219351897,2.57411009610885,3.3635999731022777,3,9,1,Lack of growth
1583,2018-04-22,2022-04-21,55,Other,HR,Dubai,1,10.0,3.2535382080815096,2.330310576456883,2,6,1,Manager conflict
1584,2022-09-23,2022-09-23,24,Female,HR,New York,1,6.193087300200363,4.694231694471712,4.29810780593084,6,2,1,Relocation
1585,2022-05-17,2024-05-16,55,Other,HR,Berlin,4,7.491396042327301,2.4000912268276604,4.5276395438508485,7,2,0,
1586,2012-04-06,2019-04-05,36,Female,Product,Berlin,2,5.6807732304046095,1.5081127347285992,1.9600012032532252,0,12,0,
1587,2015-03-19,2025-03-16,39,Female,HR,Dubai,5,5.476395067989654,4.063917403104817,2.8740159035532185,10,10,1,Better offer
1588,2020-02-01,2024-01-31,47,Female,Product,New York,2,5.7695411725710155,4.407999156182457,4.107704929996437,5,5,1,Lack of growth
1589,2016-01-20,2016-01-20,54,Female,Sales,Berlin,5,9.28051065502398,5.0,3.2043976625841823,1,9,0,
1590,2018-09-25,2022-09-24,45,Male,Engineering,New York,1,1.8970565646600264,3.132297673782213,2.94781884598831,10,6,0,
1591,2013-01-26,2023-01-24,42,Male,HR,Dubai,1,8.737789195861339,4.774428426687582,3.29399161529026,7,12,0,
1592,2017-02-13,2022-02-12,27,Other,Marketing,New York,4,8.696969752103637,3.5292689839048266,4.017614119853316,4,8,0,
1593,2013-09-17,2017-09-16,32,Male,HR,Remote,2,9.49944641251233,2.9515787145430616,3.129365093124089,5,11,1,Relocation
1594,2020-06-17,2020-06-17,42,Male,Engineering,Dubai,5,5.5541187141431525,2.9848291009079824,3.3481773236552597,0,4,1,Relocation
1595,2012-10-01,2022-09-29,41,Other,Product,Dubai,5,6.451202865527686,2.0777703504937928,4.511016675746005,3,12,1,Lack of growth
1596,2021-01-15,2023-01-15,43,Male,HR,Dubai,5,8.009917532283929,2.529616018248747,5.0,2,4,0,
1597,2014-10-05,2017-10-04,43,Male,HR,Berlin,5,4.694382146074401,4.309264698241986,3.6401962090066204,2,10,0,
1598,2021-01-01,2022-01-01,32,Male,Engineering,Dubai,1,3.9288179984879448,2.6210529967521468,3.8558615857175664,7,4,0,
1599,2016-11-02,2018-11-02,52,Male,Sales,Dubai,2,5.76864583493896,4.004270748038384,4.125739278871435,10,8,0,
1600,2019-03-02,2022-03-01,34,Other,Sales,Berlin,4,9.17393814711192,3.095020064997727,3.8853824002122272,7,6,1,Retired
1601,2019-06-13,2022-06-12,22,Other,HR,Berlin,3,9.571442581606211,4.430723710701169,4.6745130578088085,4,5,0,
1602,2014-08-16,2014-08-16,53,Male,HR,New York,3,6.000144126238216,3.0465315593536544,3.38592847341579,3,10,0,
1603,2012-04-20,2024-04-17,41,Female,Marketing,Remote,1,5.224597411214737,3.845148373728624,4.716391795831391,2,12,0,
1604,2020-03-17,2023-03-17,26,Female,Sales,Berlin,2,5.097545862806501,4.26549830863892,2.1215880415116906,7,5,0,
1605,2019-11-05,2020-11-04,23,Female,HR,Remote,2,6.491782491580157,5.0,4.381622143565915,1,5,0,
1606,2021-08-19,2023-08-19,28,Other,Sales,Dubai,4,10.0,5.0,3.4163826045405057,1,3,0,
1607,2017-03-23,2019-03-23,23,Female,Marketing,Berlin,4,9.56600790145388,4.71273751426243,2.749746765141033,1,8,1,Manager conflict
1608,2012-08-09,2020-08-07,28,Other,Marketing,Remote,3,5.05013359719573,3.1463635791507087,3.1497633810322867,3,12,0,
1609,2017-04-20,2020-04-19,55,Male,Sales,New York,4,5.695990767322559,4.221226543748737,1.769020489288464,9,7,0,
1610,2018-05-03,2024-05-01,49,Male,Sales,Remote,4,6.730003055704914,3.910557245041373,2.579215429717214,0,6,0,
1611,2013-04-26,2014-04-26,36,Other,Engineering,Dubai,1,5.149525982230739,2.2818913920496184,4.072699043212336,3,11,0,
1612,2015-06-01,2022-05-30,37,Male,Marketing,New York,4,9.485494088882072,5.0,4.297566595495608,8,9,0,
1613,2014-08-02,2020-07-31,49,Male,Product,New York,5,9.318356787205175,3.0125717874900646,4.258591783236932,2,10,0,
1614,2021-02-17,2024-02-17,48,Other,Marketing,Dubai,4,6.316738412889686,3.7069713450659925,3.799593414211089,9,4,0,
1615,2016-07-08,2019-07-08,37,Male,Marketing,Remote,2,7.0763193679298295,3.9953414868324524,2.523071010691028,0,8,1,Retired
1616,2022-06-16,2022-06-16,42,Other,Sales,Remote,2,5.95019145818761,3.001273699926177,2.696095226673819,9,2,0,
1617,2014-05-03,2023-05-01,49,Other,Engineering,Berlin,5,7.089971535778288,2.301508262479243,3.8361488029035624,2,10,0,
1618,2022-02-13,2024-02-13,31,Female,Sales,Remote,5,2.590638008802493,3.3572407451824064,2.3357825242442236,5,3,0,
1619,2017-01-18,2019-01-18,41,Female,Marketing,Berlin,1,8.870039275904823,2.2296912731164444,3.0855521053743793,8,8,0,
1620,2019-11-07,2020-11-06,53,Other,HR,Dubai,5,9.9052893387444,4.8965544897475155,2.1009742783814946,2,5,0,
1621,2017-01-18,2019-01-18,42,Male,Product,Dubai,3,9.082964462818769,3.0149020606989807,4.257230808084182,5,8,0,
1622,2017-01-04,2023-01-03,37,Female,Sales,New York,2,8.269194213451176,3.119510917156108,2.5198431680579674,9,8,0,
1623,2017-10-17,2022-10-16,31,Female,Engineering,New York,1,1.0,3.1657273167055937,4.573273016361581,2,7,0,
1624,2013-09-06,2021-09-04,37,Other,HR,Dubai,5,3.1666217304509012,4.8507610933991865,3.3979500268893945,3,11,0,
1625,2022-04-06,2024-04-05,53,Female,HR,Dubai,2,6.454879917332932,4.856794367807971,2.2857016139705633,9,2,0,
1626,2019-08-18,2024-08-16,54,Female,Sales,New York,5,7.397636811544451,3.8111827411002435,2.2682068685724968,3,5,0,
1627,2015-01-11,2024-01-09,52,Other,Engineering,Dubai,1,8.184496469519567,4.104975845529676,3.086075209122179,10,10,0,
1628,2016-01-09,2018-01-08,52,Male,Marketing,Berlin,4,7.049867132035783,3.5195996165776284,2.5370839521621957,1,9,1,Lack of growth
1629,2021-09-23,2022-09-23,54,Male,HR,New York,3,6.219624737320716,3.5980779204663924,5.0,5,3,1,Lack of growth
1630,2012-04-15,2016-04-14,30,Other,Engineering,Remote,5,6.655590295990064,3.2775218667001416,3.581747420168782,0,12,1,Retired
1631,2021-11-15,2021-11-15,28,Other,Marketing,Berlin,4,8.256907145996879,2.4856250440180503,2.8652929971376278,10,3,1,Lack of growth
1632,2014-11-02,2014-11-02,30,Other,Sales,Dubai,4,5.516242615900692,3.7800453426974046,1.0,7,10,0,
1633,2012-06-26,2014-06-26,31,Male,Marketing,Dubai,5,3.3922139911049145,5.0,4.387291386339755,3,12,0,
1634,2020-09-13,2020-09-13,54,Male,Marketing,New York,3,5.688623240387494,2.969234111846643,2.2360324089854453,2,4,1,Relocation
1635,2022-08-26,2022-08-26,22,Other,Marketing,Dubai,3,4.636947902420743,4.182137666338975,4.950653125059335,5,2,0,
1636,2015-06-03,2018-06-02,33,Male,Engineering,Remote,1,8.542097480536025,3.222549931615605,1.9930406705856754,9,9,0,
1637,2016-01-03,2024-12-31,55,Other,HR,Berlin,4,2.5134618987616304,4.800656086210753,2.519464637030829,3,9,0,
1638,2021-01-27,2023-01-27,54,Female,Product,Berlin,2,5.433308479953594,4.82646678213856,5.0,2,4,0,
1639,2016-08-18,2021-08-17,22,Other,Marketing,Berlin,4,7.540760830134957,3.4282992048258407,3.4531002644769107,6,8,0,
1640,2014-08-20,2017-08-19,37,Male,HR,New York,1,9.03675590778889,3.7537372967748333,1.3483083225051327,6,10,1,Manager conflict
1641,2017-09-11,2018-09-11,44,Other,Product,Dubai,2,7.248971155182572,3.0910581107587283,3.0617808604475187,1,7,0,
1642,2017-03-15,2020-03-14,34,Other,Marketing,Remote,5,5.4935126893966375,5.0,3.6242457847390104,3,8,0,
1643,2013-10-11,2013-10-11,44,Female,Marketing,New York,1,7.534460100554774,4.766847240567125,1.0589013685868922,6,11,0,
1644,2022-06-16,2024-06-15,39,Other,HR,Dubai,5,4.015501537061755,1.6509588041325378,3.16453323443411,1,2,1,Manager conflict
1645,2015-11-09,2022-11-07,27,Male,Product,Berlin,4,4.0102205610147745,3.500849052464625,1.9643380580376393,9,9,0,
1646,2015-08-07,2015-08-07,39,Female,Marketing,New York,3,4.1834798722982285,5.0,4.327876895909534,9,9,0,
1647,2022-02-13,2025-02-12,55,Female,Sales,New York,5,4.880550328465432,3.687800338042522,2.5553911160156044,5,3,1,Retired
1648,2022-03-17,2022-03-17,47,Other,Engineering,Remote,4,6.906718919997536,1.6366856016960056,4.721275851331775,2,3,1,Relocation
1649,2020-12-15,2020-12-15,35,Female,Marketing,New York,3,5.49340428872555,4.662487284191474,4.53291073970869,5,4,0,
1650,2018-10-17,2019-10-17,36,Female,Engineering,Dubai,4,5.599864931371849,3.561028583556321,1.553041602928928,9,6,1,Retired
1651,2017-05-19,2022-05-18,32,Female,Engineering,Dubai,3,7.230788483850281,3.4608378845572405,2.714559714802028,2,7,0,
1652,2019-02-13,2023-02-12,44,Male,Marketing,Dubai,1,2.4009709676233495,5.0,3.992809502503761,0,6,0,
1653,2022-07-02,2022-07-02,32,Male,Product,Berlin,2,3.363711373159899,3.957213063692514,3.0279412427064116,8,2,0,
1654,2017-07-19,2024-07-17,25,Other,HR,New York,5,4.975164098794171,3.223988938283519,3.0931059516477823,7,7,0,
1655,2022-08-21,2022-08-21,51,Female,Marketing,Berlin,4,5.705769336864295,3.458528222000852,2.181152930561769,3,2,0,
1656,2013-11-07,2019-11-06,53,Male,Engineering,Dubai,5,10.0,4.097072561011359,2.1362600736071546,2,11,0,
1657,2019-12-11,2023-12-10,53,Male,HR,Remote,1,7.605810457198963,2.563407993756358,4.827477870631962,5,5,0,
1658,2015-02-24,2016-02-24,48,Female,Sales,Remote,1,6.901397388577757,4.158935354853684,4.80179328818733,8,10,0,
1659,2015-04-27,2023-04-25,54,Other,HR,Remote,4,5.4098255400088195,5.0,1.976850673708275,6,9,0,
1660,2012-02-18,2025-02-14,30,Female,Product,Berlin,4,9.572313545709891,4.3331577666294345,2.7437008459946766,7,13,1,Retired
1661,2018-11-04,2020-11-03,27,Male,Product,Dubai,2,8.228496769397273,1.0,2.636012560133673,3,6,1,Retired
1662,2018-01-24,2020-01-24,52,Female,Engineering,Remote,2,4.6518743853178695,3.6065349670537805,3.387350534031969,4,7,0,
1663,2013-09-21,2013-09-21,26,Other,Product,Berlin,5,9.509442586776903,3.6204663523414995,3.089727948670388,7,11,1,Lack of growth
1664,2016-06-10,2022-06-09,50,Male,Product,Dubai,3,4.320970449446758,3.3065271771315548,2.376203532897751,9,8,0,
1665,2022-05-25,2024-05-24,52,Male,Product,Remote,1,6.679044101521303,3.567203452710211,2.336727495955004,10,2,0,
1666,2012-05-07,2023-05-05,33,Male,Marketing,New York,2,4.032273379082726,3.657031356926481,4.785018497081893,5,12,0,
1667,2013-02-20,2013-02-20,23,Other,HR,Berlin,4,6.928388807768482,4.053890765343702,4.7190378486561695,3,12,0,
1668,2020-12-28,2024-12-27,48,Other,Product,Remote,1,7.8512373018579815,3.7904602226364403,3.3958992455089163,2,4,0,
1669,2012-06-01,2024-05-29,47,Female,HR,Dubai,4,9.124168832214451,4.436102435196951,2.1583274864218067,7,12,1,Manager conflict
1670,2012-01-19,2021-01-16,32,Male,Engineering,Dubai,1,8.827051719252653,4.691090683146191,3.323775774493639,10,13,0,
1671,2020-07-24,2020-07-24,46,Male,HR,Berlin,5,4.180758776920403,3.244549568618484,4.9597517334789405,2,4,0,
1672,2021-01-05,2025-01-04,40,Male,Product,Dubai,1,1.714783703605474,4.962254604034729,3.1514553005266532,5,4,0,
1673,2016-11-11,2017-11-11,35,Other,Marketing,Remote,4,7.960567638613929,3.7410002533972455,3.548677457714432,10,8,0,
1674,2016-06-15,2021-06-14,29,Other,Product,Berlin,5,5.814578757040204,3.191038919188261,3.1011917940969527,6,8,1,Better offer
1675,2020-12-28,2020-12-28,40,Other,Product,Berlin,1,8.578219535032904,4.030093119087627,1.4543568474154256,9,4,0,
1676,2014-12-03,2014-12-03,27,Male,Sales,Berlin,4,8.463449348419271,3.384090053150131,3.9485380808385915,4,10,1,Relocation
1677,2017-08-21,2024-08-19,23,Female,Product,Berlin,1,2.5545569436057662,4.366986672534625,2.3012875864384217,9,7,0,
1678,2015-02-20,2018-02-19,45,Other,Marketing,New York,2,4.758741937812112,3.9701092091956935,3.4022888227694588,0,10,0,
1679,2012-05-14,2012-05-14,39,Male,Product,Remote,5,5.162591870475426,4.442260273543723,3.471209474140662,4,12,0,
1680,2012-01-12,2023-01-09,31,Female,Product,Remote,3,4.841780573129041,2.2298512573958096,3.237552370389732,0,13,0,
1681,2016-12-16,2016-12-16,39,Female,Sales,Dubai,1,4.737689710195852,2.3059578585397773,1.9667707762972855,1,8,0,
1682,2017-11-15,2023-11-14,38,Other,Engineering,Remote,3,8.476057835879201,3.0188819411294086,2.447865786234147,1,7,0,
1683,2015-04-06,2021-04-04,23,Male,Product,Berlin,2,7.242148348646868,3.013119178830378,3.7168878649166848,1,9,0,
1684,2015-06-01,2023-05-30,41,Female,HR,Dubai,5,9.336416978995281,3.9418984927131264,2.705121027546589,2,9,0,
1685,2016-11-26,2022-11-25,23,Female,Marketing,Dubai,3,4.015379444247598,1.7991959751521678,3.49927237895325,4,8,0,
1686,2016-04-23,2019-04-23,22,Male,Product,Dubai,2,6.292246206056391,3.466036774125727,4.759057824040149,1,8,1,Lack of growth
1687,2013-05-25,2018-05-24,42,Female,Engineering,Remote,4,6.452716046402366,2.6689373370011404,3.0326006692836325,7,11,0,
1688,2012-12-03,2014-12-03,53,Male,HR,Remote,1,4.437215611427003,5.0,1.3105549185733154,2,12,0,
1689,2022-04-22,2022-04-22,39,Female,Engineering,Berlin,5,6.643532035034685,5.0,2.5774726497983114,6,2,1,Relocation
1690,2013-07-13,2015-07-13,53,Male,Product,Remote,4,7.056713596558365,4.701931669539543,3.510546131158486,1,11,1,Relocation
1691,2021-02-09,2021-02-09,49,Female,Marketing,New York,3,3.4517061859079696,4.214236482693928,2.9933480892586406,2,4,0,
1692,2013-07-19,2022-07-17,38,Other,Marketing,Dubai,2,7.912969521162912,2.401083745271806,4.324912106151805,10,11,0,
1693,2014-12-10,2023-12-08,48,Male,Product,Remote,1,3.257983430847322,2.802170711746102,4.145102368452567,4,10,0,
1694,2019-05-22,2019-05-22,35,Female,Product,Remote,3,7.606003343807304,5.0,5.0,5,5,0,
1695,2013-08-14,2022-08-12,50,Female,Marketing,Dubai,4,9.057375415211316,1.2547702085979382,3.2591112131489974,1,11,1,Retired
1696,2016-10-02,2016-10-02,36,Female,HR,Remote,2,10.0,3.649916343078642,4.367565898362066,3,8,0,
1697,2017-02-23,2025-02-21,48,Male,Sales,Remote,1,8.927655741388914,4.184796912338397,3.4993283204278227,9,8,0,
1698,2017-01-05,2023-01-04,54,Male,Sales,New York,5,7.644024493882754,2.5364219661145286,1.0,2,8,0,
1699,2012-06-05,2021-06-03,44,Male,Engineering,New York,1,2.5709279237941507,2.0188542753782843,3.4971573006406302,0,12,1,Lack of growth
1700,2014-04-26,2018-04-25,44,Female,Marketing,New York,5,5.412786207813895,5.0,4.1023851888666,9,10,0,
1701,2013-02-24,2016-02-24,32,Male,HR,New York,2,7.998565113758903,2.9025211419755967,1.7053501562021554,6,12,0,
1702,2018-05-01,2021-04-30,31,Other,HR,New York,2,6.475403101383884,2.6361340336043,2.9923272787690647,9,6,0,
1703,2014-02-05,2014-02-05,36,Other,Product,Berlin,2,8.154786870606602,3.293032506510103,3.191567984896135,1,11,1,Relocation
1704,2019-10-01,2021-09-30,25,Male,Sales,Berlin,2,8.362552000005843,5.0,2.2805740030756425,2,5,0,
1705,2014-11-01,2019-10-31,38,Other,HR,Remote,1,7.578335688306115,5.0,2.1545968155414705,0,10,0,
1706,2020-01-12,2024-01-11,55,Other,Sales,Berlin,5,1.8319542827980584,4.754636347770957,4.174975907979913,9,5,0,
1707,2017-05-23,2017-05-23,28,Other,Marketing,Remote,2,7.259521529435505,3.7321808865021935,3.9811280417683337,4,7,0,
1708,2021-07-06,2022-07-06,28,Other,Engineering,Remote,2,8.17484378674269,3.6001928000927625,5.0,2,3,0,
1709,2016-12-04,2019-12-04,47,Female,HR,New York,1,7.8388485266826216,3.9688455416666235,4.030161353295288,6,8,1,Retired
1710,2021-02-17,2021-02-17,27,Male,Marketing,Dubai,5,5.967413261206163,4.560328069032085,4.626940183524216,3,4,1,Retired
1711,2022-04-12,2023-04-12,32,Female,Marketing,Remote,1,5.165917048422626,5.0,2.776222919583567,10,2,1,Relocation
1712,2017-05-17,2021-05-16,47,Male,Sales,Berlin,4,4.110924985927496,4.051017060226299,2.619821519986065,3,7,0,
1713,2016-07-19,2023-07-18,53,Female,Product,Berlin,4,2.1041731088519784,2.617439588554471,3.4430030654541643,3,8,0,
1714,2019-03-02,2019-03-02,31,Female,Engineering,Remote,1,6.920492440004586,3.6802948805034443,2.522158221308787,7,6,0,
1715,2014-02-10,2019-02-09,39,Male,Product,New York,5,3.2985256881109155,1.5919520594304204,3.5299655148451987,4,11,0,
1716,2021-08-24,2021-08-24,22,Female,Marketing,Dubai,1,5.153629527073824,2.255513550111134,4.039792656471812,9,3,0,
1717,2013-06-06,2020-06-04,28,Male,Sales,New York,4,5.677017517557439,4.041444099389738,2.206512966618096,5,11,0,
1718,2022-05-11,2022-05-11,47,Female,Sales,New York,1,5.218630013004798,4.44680756651187,3.5660035232400498,4,2,0,
1719,2015-06-24,2020-06-22,36,Other,Sales,Berlin,2,7.6442514352167805,4.0959313470391665,3.1800643840645555,4,9,0,
1720,2019-10-03,2020-10-02,22,Female,Product,Berlin,3,4.540268408605135,2.640386486121546,2.431317427290783,2,5,0,
1721,2014-02-21,2016-02-21,32,Other,Marketing,Berlin,2,7.685067439174489,3.3827604105639746,4.380017879226846,4,11,0,
1722,2012-08-17,2021-08-15,38,Other,Engineering,Berlin,3,5.052183621691453,4.568792321394293,1.9568003521802078,5,12,0,
1723,2015-06-26,2016-06-25,25,Male,Engineering,Dubai,2,5.509015710964207,1.0,3.008692912363019,5,9,0,
1724,2020-06-01,2021-06-01,44,Other,Product,New York,1,6.961315850416714,3.93235271420034,2.639381719133034,6,4,0,
1725,2021-03-26,2021-03-26,54,Female,HR,Berlin,4,4.432528398875547,3.225355151438162,2.2041081909670304,2,4,0,
1726,2016-05-20,2022-05-19,30,Male,Sales,Dubai,3,6.539153524180344,2.7176460774980065,4.52379836769583,2,8,0,
1727,2020-08-10,2022-08-10,41,Other,Product,Berlin,4,5.926015628418003,4.650487050033352,3.1997166012115104,5,4,0,
1728,2015-02-12,2019-02-11,42,Female,Engineering,Remote,2,5.864419572175378,3.07101928262758,4.657723873162935,0,10,0,
1729,2017-11-23,2017-11-23,39,Female,HR,New York,2,7.85570794968206,5.0,4.709428276945896,0,7,0,
1730,2019-09-01,2022-08-31,39,Female,Sales,New York,2,2.7654528967294505,3.132215473428945,4.343039976720627,7,5,0,
1731,2019-07-16,2021-07-15,55,Other,Engineering,Dubai,4,4.462126659214704,1.8948485698200077,2.509039699894623,1,5,0,
1732,2013-06-19,2013-06-19,24,Other,HR,Remote,4,3.996786686055374,3.5945275675884685,5.0,1,11,0,
1733,2018-04-01,2023-03-31,52,Male,Engineering,Remote,4,8.040044974261416,3.654344232642341,3.616092695526856,7,7,1,Retired
