price,bedroom,bathroom,area_sqft,country,city,address,property_type,purpose,furnishing,completion_status,handover,project_name,bedrooms,bathrooms,handover_quarter,handover_year
12000000.0,4 beds,5 baths,5813.0,UAE,Dubai,The Meadows,Villa,Sale,Unfurnished,Ready,Q3 2028,The Meadows 1,4.0,5.0,Q3,2028
7199999.0,5 beds,5 baths,3383.0,UAE,Dubai,Arabian Ranches 2,Villa,Sale,Unfurnished,Ready,Q3 2028,Casa,5.0,5.0,Q3,2028
6200000.0,4 beds,4 baths,2448.0,UAE,Dubai,Tilal Al Ghaf,Villa,Sale,Furnished,Off Plan,Q3 2024,Aura,4.0,4.0,Q3,2024
670000.0,Studio,1 bath,365.0,UAE,Dubai,Dubai South,Apartment,Sale,Unfurnished,Off Plan,Q2 2026,AZIZI VENICE 14,0.0,1.0,Q2,2026
1825000.0,1 bed,2 baths,667.0,UAE,Dubai,Dubai Marina,Apartment,Sale,Furnished,Ready,Q2 2026,Iris Blue,1.0,2.0,Q2,2026
5500000.0,5 beds,5 baths,2921.0,UAE,Dubai,Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q2 2026,Iris Blue,5.0,5.0,Q2,2026
1000000.0,1 bed,1 bath,637.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Ready,Q2 2026,Iris Blue,1.0,1.0,Q2,2026
3200000.0,5 beds,5 baths,2516.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Furnished,Off Plan,Q1 2027,Park Greens,5.0,5.0,Q1,2027
920000.0,1 bed,2 baths,769.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2027,Park Greens,1.0,2.0,Q1,2027
1465782.0,2 beds,2 baths,1086.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q4 2025,Gateway by Premier Choice,2.0,2.0,Q4,2025
1050000.0,1 bed,2 baths,846.0,UAE,Dubai,Dubai Science Park,Apartment,Sale,Unfurnished,Ready,Q4 2025,Orchid Residence,1.0,2.0,Q4,2025
3500000.0,3 beds,4 baths,1618.0,UAE,Dubai,Sobha Hartland,Apartment,Sale,Unfurnished,Off Plan,Q2 2026,Sobha Crest Grande,3.0,4.0,Q2,2026
2650000.0,1 bed,2 baths,975.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2026,Boulevard Point,1.0,2.0,Q2,2026
650000.0,1 bed,2 baths,840.0,UAE,Dubai,Dubai Silicon Oasis (DSO),Apartment,Sale,Unfurnished,Ready,Q2 2026,Boulevard Point,1.0,2.0,Q2,2026
1350000.0,1 bed,2 baths,791.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q2 2025,Binghatti Phantom,1.0,2.0,Q2,2025
8500000.0,5 beds,7 baths,5291.0,UAE,Dubai,Athlon by Aldar,Villa,Sale,Unfurnished,Off Plan,Q2 2028,Theon,5.0,7.0,Q2,2028
1280000.0,1 bed,2 baths,722.0,UAE,Dubai,Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q2 2028,Skyview Tower,1.0,2.0,Q2,2028
10000000.0,5 beds,6 baths,6458.0,UAE,Dubai,Al Furjan,Villa,Sale,Unfurnished,Ready,Q2 2028,Al Furjan West,5.0,6.0,Q2,2028
2450000.0,Studio,1 bath,552.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2028,Kempinski Central Avenue Dubai,0.0,1.0,Q2,2028
1300000.0,1 bed,2 baths,928.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q2 2025,Riviera Chalet,1.0,2.0,Q2,2025
1200000.0,1 bed,2 baths,700.0,UAE,Dubai,Arjan,Apartment,Sale,Unfurnished,Off Plan,Q2 2025,Vincitore Volare,1.0,2.0,Q2,2025
2350000.0,3 beds,3 baths,1944.0,UAE,Dubai,Dubai South,Townhouse,Sale,Unfurnished,Ready,Q2 2025,Vincitore Volare,3.0,3.0,Q2,2025
6000000.0,3 beds,4 baths,2086.0,UAE,Dubai,Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q2 2025,Vincitore Volare,3.0,4.0,Q2,2025
2600000.0,Studio,1 bath,646.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,0.0,1.0,Q2,2025
2100000.0,1 bed,2 baths,886.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,1.0,2.0,Q2,2025
13500000.0,4 beds,6 baths,8000.0,UAE,Dubai,Jumeirah Park,Villa,Sale,Unfurnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,4.0,6.0,Q2,2025
830000.0,1 bed,2 baths,675.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,1.0,2.0,Q2,2025
4870000.0,3 beds,3 baths,1930.0,UAE,Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,3.0,3.0,Q2,2025
5500000.0,3 beds,4 baths,1532.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2025,Kempinski Central Avenue Dubai,3.0,4.0,Q2,2025
693086.0,1 bed,2 baths,743.0,UAE,Dubai,Majan,Apartment,Sale,Furnished,Off Plan,Q1 2027,Jade Tower,1.0,2.0,Q1,2027
28000000.0,6 beds,7 baths,20609.0,UAE,Dubai,Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q1 2027,Polo Homes,6.0,7.0,Q1,2027
2150000.0,2 beds,4 baths,1555.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Ready,Q1 2027,Topaz Avenue,2.0,4.0,Q1,2027
7800000.0,4 beds,6 baths,6077.0,UAE,Dubai,Al Furjan,Villa,Sale,Unfurnished,Ready,Q1 2027,Murooj Al Furjan,4.0,6.0,Q1,2027
540000.0,1 bed,1 bath,733.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Ready,Q1 2027,Murooj Al Furjan,1.0,1.0,Q1,2027
15900000.0,4 beds,6 baths,3855.0,UAE,Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Verve Tower B,4.0,6.0,Q3,2028
1000000.0,Studio,1 bath,324.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2028,Verve Tower B,0.0,1.0,Q3,2028
3049000.0,2 beds,2 baths,1157.0,UAE,Dubai,Dubai Design District,Apartment,Sale,Unfurnished,Off Plan,Q1 2027,Design Quarter Tower B,2.0,2.0,Q1,2027
6500000.0,5 beds,5 baths,5973.0,UAE,Dubai,The Villa,Villa,Sale,Furnished,Ready,Q1 2027,Hacienda,5.0,5.0,Q1,2027
750000.0,1 bed,1 bath,450.0,UAE,Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q1 2027,Hacienda,1.0,1.0,Q1,2027
1300000.0,1 bed,1 bath,739.0,UAE,Dubai,The Greens,Apartment,Sale,Unfurnished,Ready,Q1 2027,Hacienda,1.0,1.0,Q1,2027
3000000.0,2 beds,2 baths,1256.0,UAE,Dubai,Al Mina,Apartment,Sale,Unfurnished,Off Plan,Q2 2028,Ocean Point Building 2,2.0,2.0,Q2,2028
3600000.0,3 beds,3 baths,2350.0,UAE,Dubai,Dubailand,Villa,Sale,Unfurnished,Off Plan,Q3 2028,Ocean Point Building 2,3.0,3.0,Q3,2028
1800000.0,1 bed,2 baths,774.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Off Plan,Q4 2027,Safa Two de Grisogono,1.0,2.0,Q4,2027
1185000.0,1 bed,2 baths,718.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q4 2025,10 Oxford,1.0,2.0,Q4,2025
1445000.0,1 bed,1 bath,780.0,UAE,Dubai,DAMAC Lagoons,Apartment,Sale,Unfurnished,Off Plan,Q2 2027,Lagoon Views 12,1.0,1.0,Q2,2027
1515000.0,1 bed,1 bath,780.0,UAE,Dubai,DAMAC Lagoons,Apartment,Sale,Unfurnished,Off Plan,Q2 2027,Lagoon Views 12,1.0,1.0,Q2,2027
980000.0,1 bed,2 baths,765.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2027,Lagoon Views 12,1.0,2.0,Q2,2027
14700000.0,5 beds,6 baths,5832.0,UAE,Dubai,Dubai Sports City,Villa,Sale,Unfurnished,Ready,Q2 2027,Lagoon Views 12,5.0,6.0,Q2,2027
4950000.0,3 beds,4 baths,1588.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2027,Lagoon Views 12,3.0,4.0,Q2,2027
2246359.0,1 bed,2 baths,1190.0,UAE,Dubai,DIFC,Apartment,Sale,Unfurnished,Ready,Q2 2027,Sky Gardens DIFC,1.0,2.0,Q2,2027
25500000.0,4 beds,6 baths,6065.0,UAE,Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off Plan,Q2 2025,Cavalli Couture,4.0,6.0,Q2,2025
1455000.0,1 bed,1 bath,773.0,UAE,Dubai,DAMAC Lagoons,Apartment,Sale,Unfurnished,Off Plan,Q2 2027,Lagoon Views 12,1.0,1.0,Q2,2027
690000.0,1 bed,2 baths,833.0,UAE,Dubai,Liwan,Apartment,Sale,Unfurnished,Ready,Q2 2027,Lagoon Views 12,1.0,2.0,Q2,2027
4800000.0,2 beds,3 baths,1386.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Furnished,Ready,Q2 2027,Vida Residence Downtown,2.0,3.0,Q2,2027
660000.0,Studio,1 bath,398.0,UAE,Dubai,Arjan,Apartment,Sale,Unfurnished,Ready,Q2 2027,Beverly Boulevard,0.0,1.0,Q2,2027
19500000.0,3 beds,5 baths,4144.0,UAE,Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off Plan,Q2 2025,Cavalli Couture,3.0,5.0,Q2,2025
3800000.0,2 beds,3 baths,1409.0,UAE,Dubai,Za'abeel,Apartment,Sale,Unfurnished,Off Plan,Q3 2029,Address Residences Zabeel Tower 1,2.0,3.0,Q3,2029
35921300.0,5 beds,7 baths,9453.0,UAE,Dubai,Business Bay,Penthouse,Sale,Unfurnished,Ready,Q3 2029,Al Habtoor City,5.0,7.0,Q3,2029
39653686.0,6 beds,8 baths,10435.0,UAE,Dubai,Business Bay,Penthouse,Sale,Unfurnished,Ready,Q3 2029,Al Habtoor City,6.0,8.0,Q3,2029
1298000.0,1 bed,2 baths,1098.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Ready,Q3 2029,Windsor Manor,1.0,2.0,Q3,2029
2750000.0,1 bed,1 bath,736.0,UAE,Dubai,Za'abeel,Apartment,Sale,Unfurnished,Off Plan,Q3 2029,Address Residences Zabeel Tower 1,1.0,1.0,Q3,2029
60585725.0,7 beds,9 baths,15944.0,UAE,Dubai,Business Bay,Penthouse,Sale,Unfurnished,Ready,Q3 2029,Al Habtoor City,7.0,9.0,Q3,2029
1660000.0,2 beds,3 baths,1304.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Furnished,Off Plan,Q3 2027,Samana Park Meadows,2.0,3.0,Q3,2027
3655000.0,4 beds,5 baths,3400.0,UAE,Dubai,Arabian Ranches 3,Townhouse,Sale,Unfurnished,Off Plan,Q2 2026,Raya,4.0,5.0,Q2,2026
3750000.0,4 beds,5 baths,3400.0,UAE,Dubai,Arabian Ranches 3,Townhouse,Sale,Unfurnished,Off Plan,Q2 2026,Raya,4.0,5.0,Q2,2026
2450000.0,3 beds,4 baths,1803.0,UAE,Dubai,Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q2 2026,Marina Pinnacle,3.0,4.0,Q2,2026
720000.0,1 bed,1 bath,479.0,UAE,Dubai,Town Square,Apartment,Sale,Furnished,Ready,Q2 2026,UNA Apartments,1.0,1.0,Q2,2026
3300000.0,4 beds,3 baths,1941.0,UAE,Dubai,DAMAC Hills,Townhouse,Sale,Unfurnished,Ready,Q2 2026,Park Residences 1,4.0,3.0,Q2,2026
1512000.0,1 bed,1 bath,778.0,UAE,Dubai,DAMAC Lagoons,Apartment,Sale,Unfurnished,Off Plan,Q2 2027,Lagoon Views 12,1.0,1.0,Q2,2027
2250000.0,1 bed,2 baths,904.0,UAE,Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q2 2027,Banyan Tree Residences,1.0,2.0,Q2,2027
1120000.0,1 bed,2 baths,703.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2027,Banyan Tree Residences,1.0,2.0,Q2,2027
750000.0,Studio,1 bath,484.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q2 2027,Banyan Tree Residences,0.0,1.0,Q2,2027
1680000.0,1 bed,1 bath,713.0,UAE,Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q2 2027,Banyan Tree Residences,1.0,1.0,Q2,2027
1650000.0,2 beds,2 baths,810.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2027,Banyan Tree Residences,2.0,2.0,Q2,2027
5000000.0,3 beds,2 baths,2471.0,UAE,Dubai,Al Furjan,Villa,Sale,Unfurnished,Ready,Q2 2027,Quortaj,3.0,2.0,Q2,2027
300000000.0,5 beds,4 baths,20501.0,UAE,Dubai,Business Bay,Penthouse,Sale,Unfurnished,Off Plan,Q4 2025,Bugatti Residences by Binghatti,5.0,4.0,Q4,2025
3250000.0,3 beds,3 baths,1790.0,UAE,Dubai,Dubailand,Townhouse,Sale,Unfurnished,Ready,Q4 2025,Bugatti Residences by Binghatti,3.0,3.0,Q4,2025
10900000.0,4 beds,4 baths,4354.0,UAE,Dubai,Arabian Ranches 2,Villa,Sale,Unfurnished,Ready,Q4 2025,Rosa,4.0,4.0,Q4,2025
2750000.0,2 beds,2 baths,1132.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q4 2025,Rosa,2.0,2.0,Q4,2025
949999.0,1 bed,2 baths,642.0,UAE,Dubai,Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Ready,Q4 2025,Rosa,1.0,2.0,Q4,2025
1290000.0,1 bed,1 bath,827.0,UAE,Dubai,Dubai Science Park,Apartment,Sale,Unfurnished,Off Plan,Q2 2026,Binghatti Hills Tower 2,1.0,1.0,Q2,2026
3300000.0,1 bed,2 baths,858.0,UAE,Dubai,Dubai Harbour,Apartment,Sale,Unfurnished,Off Plan,Q2 2026,Binghatti Hills Tower 2,1.0,2.0,Q2,2026
5600000.0,4 beds,4 baths,3354.0,UAE,Dubai,Al Furjan,Villa,Sale,Unfurnished,Off Plan,Q4 2024,Binghatti Hills Tower 2,4.0,4.0,Q4,2024
1200000.0,2 beds,3 baths,2744.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2024,Binghatti Hills Tower 2,2.0,3.0,Q4,2024
1300000.0,1 bed,1 bath,539.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2024,Binghatti Hills Tower 2,1.0,1.0,Q4,2024
2150000.0,2 beds,3 baths,1441.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2024,Binghatti Hills Tower 2,2.0,3.0,Q4,2024
2099999.0,2 beds,2 baths,1446.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Off Plan,Q4 2024,BURJ PACIFIC,2.0,2.0,Q4,2024
1400000.0,1 bed,1 bath,483.0,UAE,Dubai,Dubai Hills Estate,Apartment,Sale,Furnished,Ready,Q4 2024,BURJ PACIFIC,1.0,1.0,Q4,2024
2100000.0,2 beds,3 baths,1530.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2024,BURJ PACIFIC,2.0,3.0,Q4,2024
900000.0,2 beds,3 baths,832.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Apartment,Sale,Furnished,Off Plan,Q4 2026,ELO,2.0,3.0,Q4,2026
2899999.0,3 beds,4 baths,2345.0,UAE,Dubai,Mudon,Apartment,Sale,Unfurnished,Off Plan,Q3 2026,ELO,3.0,4.0,Q3,2026
900000.0,2 beds,2 baths,832.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Apartment,Sale,Furnished,Off Plan,Q4 2026,ELO,2.0,2.0,Q4,2026
890000.0,2 beds,2 baths,832.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Apartment,Sale,Furnished,Off Plan,Q4 2026,ELO,2.0,2.0,Q4,2026
2700000.0,3 beds,3 baths,1302.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2026,ELO,3.0,3.0,Q4,2026
2350000.0,1 bed,1 bath,753.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Off Plan,Q2 2028,Bayz 101,1.0,1.0,Q2,2028
2650000.0,1 bed,2 baths,804.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Rixos Financial Center Road,1.0,2.0,Q4,2027
12650000.0,6 beds,7 baths,6006.0,UAE,Dubai,Arabian Ranches 2,Villa,Sale,Unfurnished,Ready,Q4 2027,Yasmin,6.0,7.0,Q4,2027
6200000.0,4 beds,5 baths,4638.0,UAE,Dubai,Al Furjan,Townhouse,Sale,Unfurnished,Ready,Q4 2027,Murooj Al Furjan,4.0,5.0,Q4,2027
1900000.0,2 beds,2 baths,1312.0,UAE,Dubai,Al Furjan,Apartment,Sale,Furnished,Ready,Q4 2027,Gemz by Danube,2.0,2.0,Q4,2027
1830000.0,1 bed,1 bath,709.0,UAE,Dubai,Mina Rashid,Apartment,Sale,Unfurnished,Off Plan,Q3 2025,Seagate Building 2,1.0,1.0,Q3,2025
3800000.0,2 beds,3 baths,1190.0,UAE,Dubai,Za'abeel,Apartment,Sale,Unfurnished,Ready,Q3 2025,Seagate Building 2,2.0,3.0,Q3,2025
2439110.0,2 beds,3 baths,1139.0,UAE,Dubai,Bur Dubai,Apartment,Sale,Unfurnished,Off Plan,Q4 2026,Park Views Residences Tower A,2.0,3.0,Q4,2026
2849000.0,3 beds,4 baths,2816.0,UAE,Dubai,Dubailand,Townhouse,Sale,Unfurnished,Ready,Q4 2026,Park Views Residences Tower A,3.0,4.0,Q4,2026
1700000.0,1 bed,2 baths,1056.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Ready,Q4 2026,Park Views Residences Tower A,1.0,2.0,Q4,2026
3999999.0,4 beds,4 baths,3167.0,UAE,Dubai,Mudon,Townhouse,Sale,Unfurnished,Off Plan,Q3 2026,Park Views Residences Tower A,4.0,4.0,Q3,2026
4200000.0,3 beds,3 baths,2064.0,UAE,Dubai,The Greens,Apartment,Sale,Unfurnished,Ready,Q3 2026,Park Views Residences Tower A,3.0,3.0,Q3,2026
1300000.0,2 beds,2 baths,1598.0,UAE,Dubai,Remraam,Apartment,Sale,Unfurnished,Ready,Q3 2026,Park Views Residences Tower A,2.0,2.0,Q3,2026
1305400.0,1 bed,2 baths,750.0,UAE,Dubai,Majan,Apartment,Sale,Furnished,Off Plan,Q1 2028,Samana Barari Lagoons,1.0,2.0,Q1,2028
1375000.0,2 beds,3 baths,1051.0,UAE,Dubai,Dubai Studio City,Apartment,Sale,Furnished,Off Plan,Q2 2026,Azizi Beach Oasis 2 Tower A,2.0,3.0,Q2,2026
530000.0,Studio,1 bath,472.0,UAE,Dubai,Discovery Gardens,Apartment,Sale,Furnished,Ready,Q2 2026,Azizi Beach Oasis 2 Tower A,0.0,1.0,Q2,2026
1435000.0,1 bed,2 baths,811.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q4 2026,Sky Livings by Peace Homes,1.0,2.0,Q4,2026
1490000.0,2 beds,3 baths,1202.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q1 2025,RA1N Residence,2.0,3.0,Q1,2025
1252160.0,1 bed,2 baths,782.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,1.0,2.0,Q3,2028
1126000.0,1 bed,1 bath,800.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,1.0,1.0,Q3,2028
1489000.0,2 beds,3 baths,1202.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q1 2025,RA1N Residence,2.0,3.0,Q1,2025
1652000.0,2 beds,2 baths,1100.0,UAE,Dubai,Dubai South,Apartment,Sale,Unfurnished,Off Plan,Q1 2025,Azizi Venice,2.0,2.0,Q1,2025
1690335.0,2 beds,3 baths,1254.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Unfurnished,Off Plan,Q3 2026,Samana Golf Views,2.0,3.0,Q3,2026
1131000.0,2 beds,3 baths,1392.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q1 2028,Samana Ibiza,2.0,3.0,Q1,2028
1287808.0,1 bed,2 baths,805.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,1.0,2.0,Q3,2028
698990.0,Studio,1 bath,459.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q1 2028,Samana Ibiza,0.0,1.0,Q1,2028
1066000.0,2 beds,3 baths,1035.0,UAE,Dubai,Majan,Apartment,Sale,Furnished,Off Plan,Q2 2027,Forest City Tower,2.0,3.0,Q2,2027
905000.0,Studio,1 bath,652.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q4 2026,Sky Livings by Peace Homes,0.0,1.0,Q4,2026
2550000.0,1 bed,1 bath,813.0,UAE,Dubai,Umm Suqeim,Apartment,Sale,Furnished,Ready,Q4 2026,Sky Livings by Peace Homes,1.0,1.0,Q4,2026
2249000.0,2 beds,3 baths,1238.0,UAE,Dubai,Majan,Apartment,Sale,Unfurnished,Off Plan,Q1 2028,Samana Barari Lagoons,2.0,3.0,Q1,2028
600000.0,Studio,1 bath,526.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q1 2028,Samana Barari Lagoons,0.0,1.0,Q1,2028
3000000.0,3 beds,5 baths,2633.0,UAE,Dubai,Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q1 2028,Marina Mansions,3.0,5.0,Q1,2028
1927000.0,2 beds,2 baths,1396.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,2.0,2.0,Q3,2028
1535000.0,2 beds,3 baths,993.0,UAE,Dubai,Majan,Apartment,Sale,Unfurnished,Off Plan,Q1 2028,Samana Barari Lagoons,2.0,3.0,Q1,2028
1250000.0,1 bed,2 baths,589.0,UAE,Dubai,Sobha Hartland,Apartment,Sale,Unfurnished,Off Plan,Q1 2028,Samana Barari Lagoons,1.0,2.0,Q1,2028
575000.0,Studio,1 bath,517.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2028,Samana Barari Lagoons,0.0,1.0,Q1,2028
1080000.0,1 bed,2 baths,706.0,UAE,Dubai,Al Jaddaf,Apartment,Sale,Unfurnished,Ready,Q1 2028,Binghatti Avenue,1.0,2.0,Q1,2028
1622000.0,3 beds,4 baths,1827.0,UAE,Dubai,Majan,Apartment,Sale,Furnished,Off Plan,Q2 2027,Forest City Tower,3.0,4.0,Q2,2027
1768572.0,2 beds,3 baths,1307.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Off Plan,Q1 2027,Sonate Residences,2.0,3.0,Q1,2027
1540000.0,2 beds,3 baths,1341.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Unfurnished,Off Plan,Q3 2026,Fairway Residences by Prescott,2.0,3.0,Q3,2026
1470000.0,2 beds,3 baths,1368.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Furnished,Off Plan,Q3 2026,Fairway Residences by Prescott,2.0,3.0,Q3,2026
29000000.0,5 beds,8 baths,8413.0,UAE,Dubai,Bukadra,Villa,Sale,Unfurnished,Ready,Q3 2026,Sobha Hartland 2,5.0,8.0,Q3,2026
4051888.0,3 beds,3 baths,1701.0,UAE,Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off Plan,Q3 2026,Mangrove Building 2,3.0,3.0,Q3,2026
560000.0,Studio,1 bath,462.0,UAE,Dubai,Majan,Apartment,Sale,Unfurnished,Off Plan,Q2 2027,Forest City Tower,0.0,1.0,Q2,2027
747000.0,Studio,1 bath,403.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,0.0,1.0,Q3,2028
1580000.0,1 bed,2 baths,660.0,UAE,Dubai,Bukadra,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,310 Riverside Crescent,1.0,2.0,Q4,2027
3210000.0,3 beds,3 baths,1495.0,UAE,Dubai,Bukadra,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,310 Riverside Crescent,3.0,3.0,Q4,2027
1600000.0,2 beds,3 baths,1018.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q3 2025,V1ter Residence,2.0,3.0,Q3,2025
1102000.0,1 bed,2 baths,805.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,1.0,2.0,Q3,2028
1665500.0,1 bed,2 baths,948.0,UAE,Dubai,Sobha Hartland,Apartment,Sale,Unfurnished,Off Plan,Q2 2026,Sobha Crest Grande,1.0,2.0,Q2,2026
1400000.0,3 beds,4 baths,1575.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q2 2026,Sobha Crest Grande,3.0,4.0,Q2,2026
1400000.0,3 beds,4 baths,1574.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q2 2026,Sobha Crest Grande,3.0,4.0,Q2,2026
1699999.0,2 beds,2 baths,1214.0,UAE,Dubai,DAMAC Hills,Apartment,Sale,Furnished,Ready,Q2 2026,Sobha Crest Grande,2.0,2.0,Q2,2026
1337000.0,1 bed,2 baths,805.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q1 2028,Samana Ibiza,1.0,2.0,Q1,2028
5700000.0,5 beds,6 baths,3599.0,UAE,Dubai,Al Quoz,Villa,Sale,Unfurnished,Ready,Q4 2028,Al Quoz 1,5.0,6.0,Q4,2028
1800000.0,1 bed,2 baths,770.0,UAE,Dubai,Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q4 2028,Creek Vistas Grande,1.0,2.0,Q4,2028
565000.0,Studio,1 bath,358.0,UAE,Dubai,Dubai Studio City,Apartment,Sale,Unfurnished,Off Plan,Q2 2025,Azizi Beach Oasis (Mirage 1),0.0,1.0,Q2,2025
